,word,positive,negative,Word_prob
934,moon,19,10,9.236595390938899e-05
935,tommorello,10,0,8.659308179005219e-05
936,power,27,42,8.659308179005219e-05
937,knows,29,45,8.659308179005219e-05
938,pandemic,28,27,8.659308179005219e-05
939,morello,10,0,8.659308179005219e-05
940,customer,13,10,8.659308179005219e-05
941,offer,25,19,8.659308179005219e-05
942,draw,45,18,8.659308179005219e-05
943,cold,26,19,8.659308179005219e-05
944,@gettyimages,10,0,8.659308179005219e-05
945,growing,23,20,8.659308179005219e-05
946,starting,41,24,8.659308179005219e-05
947,yaa,15,0,8.659308179005219e-05
948,outside,42,37,8.659308179005219e-05
949,lives,20,92,8.659308179005219e-05
950,grow,26,19,8.659308179005219e-05
951,com,18,11,8.659308179005219e-05
952,woke,27,55,8.659308179005219e-05
953,message,17,23,8.659308179005219e-05
954,dogs,14,13,8.659308179005219e-05
955,john,18,36,8.659308179005219e-05
956,angry,22,6272,8.659308179005219e-05
957,robert,14,4,8.659308179005219e-05
958,fb,17,13,8.659308179005219e-05
959,assistant,19,1,8.659308179005219e-05
960,hugs,14,10,8.659308179005219e-05
961,later,46,49,8.659308179005219e-05
962,madrid,13,4,8.659308179005219e-05
963,visit,27,9,8.659308179005219e-05
964,using,47,52,8.659308179005219e-05
965,netflix,18,14,8.659308179005219e-05
966,piece,34,23,8.659308179005219e-05
967,justice,13,58,8.659308179005219e-05
968,add,36,14,8.659308179005219e-05
969,accepted,14,10,8.659308179005219e-05
970,l,50,67,8.659308179005219e-05
971,tweets,34,59,8.659308179005219e-05
972,talented,22,8,8.659308179005219e-05
973,wake,24,42,8.659308179005219e-05
974,greatest,18,6,8.659308179005219e-05
975,birthdays,14,0,8.659308179005219e-05
976,questions,34,24,8.659308179005219e-05
977,havent,38,47,8.659308179005219e-05
978,helped,17,12,8.659308179005219e-05
979,rich,29,36,8.659308179005219e-05
980,la,22,20,8.659308179005219e-05
981,precious,20,3,8.659308179005219e-05
982,@potus,20,38,8.659308179005219e-05
983,happybirthday,11,0,8.082020967071538e-05
984,simple,41,26,8.082020967071538e-05
985,problem,33,78,8.082020967071538e-05
986,pray,12,29,8.082020967071538e-05
987,former,15,27,8.082020967071538e-05
988,park,42,9,8.082020967071538e-05
989,red,28,37,8.082020967071538e-05
990,florentino,13,2,8.082020967071538e-05
991,enjoyed,45,5,8.082020967071538e-05
992,adorable,18,11,8.082020967071538e-05
993,respect,21,35,8.082020967071538e-05
994,lies,15,32,8.082020967071538e-05
995,players,39,44,8.082020967071538e-05
996,focus,25,13,8.082020967071538e-05
997,smiles,18,6,8.082020967071538e-05
998,media,36,98,8.082020967071538e-05
999,drop,27,32,8.082020967071538e-05
1000,needs,32,98,8.082020967071538e-05
1001,ty,22,7,8.082020967071538e-05
1002,hold,25,30,8.082020967071538e-05
1003,spring,25,4,8.082020967071538e-05
1004,hand,27,59,8.082020967071538e-05
1005,changed,22,28,8.082020967071538e-05
1006,brain,28,41,8.082020967071538e-05
1007,@levarburton,12,0,8.082020967071538e-05
1008,cannot,28,80,8.082020967071538e-05
1009,heard,37,69,8.082020967071538e-05
1010,inside,20,19,8.082020967071538e-05
1011,business,32,40,8.082020967071538e-05
1012,worth,54,33,8.082020967071538e-05
1013,you'll,0,0,8.082020967071538e-05
1014,@akuraqaa,9,0,8.082020967071538e-05
1015,number,30,38,8.082020967071538e-05
1016,earthday2021,46,4,8.082020967071538e-05
1017,voice,39,45,8.082020967071538e-05
1018,random,31,21,8.082020967071538e-05
1019,smiling,14,10,8.082020967071538e-05
1020,league,40,42,8.082020967071538e-05
1021,dynamite,15,2,8.082020967071538e-05
1022,lost,31,120,8.082020967071538e-05
1023,disney+,12,0,8.082020967071538e-05
1024,fam,20,4,8.082020967071538e-05
1025,takes,45,36,8.082020967071538e-05
1026,journey,21,4,8.082020967071538e-05
1027,social,37,65,8.082020967071538e-05
1028,ig,31,17,8.082020967071538e-05
1029,boo,15,3,8.082020967071538e-05
1030,whats,28,75,8.082020967071538e-05
1031,given,22,38,7.504733755137856e-05
1032,billy,15,5,7.504733755137856e-05
1033,youuu,12,1,7.504733755137856e-05
1034,handsome,10,8,7.504733755137856e-05
1035,earlier,15,23,7.504733755137856e-05
1036,@royalerami,11,0,7.504733755137856e-05
1037,tony,16,17,7.504733755137856e-05
1038,st,25,31,7.504733755137856e-05
1039,verdict,10,52,7.504733755137856e-05
1040,plan,26,17,7.504733755137856e-05
1041,none,18,29,7.504733755137856e-05
1042,sweetheart,9,4,7.504733755137856e-05
1043,vs,32,18,7.504733755137856e-05
1044,idea,69,98,7.504733755137856e-05
1045,available,32,13,7.504733755137856e-05
1046,we've,0,0,7.504733755137856e-05
1047,grab,20,11,7.504733755137856e-05
1048,project,54,20,7.504733755137856e-05
1049,longer,20,48,7.504733755137856e-05
1050,along,34,33,7.504733755137856e-05
1051,provide,22,8,7.504733755137856e-05
1052,assistants,10,0,7.504733755137856e-05
1053,birfday,13,0,7.504733755137856e-05
1054,6thyearswithjaemin,9,0,7.504733755137856e-05
1055,mama,15,14,7.504733755137856e-05
1056,jeno,16,5,7.504733755137856e-05
1057,comfort,12,21,7.504733755137856e-05
1058,daily,25,29,7.504733755137856e-05
1059,shows,29,52,7.504733755137856e-05
1060,haven't,0,0,7.504733755137856e-05
1061,enjoying,32,9,7.504733755137856e-05
1062,order,23,28,7.504733755137856e-05
1063,pc,25,9,7.504733755137856e-05
1064,interesting,52,29,7.504733755137856e-05
1065,babies,15,18,7.504733755137856e-05
1066,american,19,41,7.504733755137856e-05
1067,fellow,21,20,7.504733755137856e-05
1068,ji,9,17,7.504733755137856e-05
1069,streaming,43,12,7.504733755137856e-05
1070,listening,43,71,7.504733755137856e-05
1071,married,12,17,7.504733755137856e-05
1072,couldnt,18,65,7.504733755137856e-05
1073,trust,26,34,7.504733755137856e-05
1074,putting,29,35,7.504733755137856e-05
1075,ada,14,11,7.504733755137856e-05
1076,water,39,21,7.504733755137856e-05
1077,sell,17,18,7.504733755137856e-05
1078,al,15,17,7.504733755137856e-05
1079,tried,45,67,7.504733755137856e-05
1080,running,32,34,7.504733755137856e-05
1081,grace,10,9,7.504733755137856e-05
1082,steve,14,11,7.504733755137856e-05
1083,role,18,8,7.504733755137856e-05
1084,possible,23,28,7.504733755137856e-05
1085,9,25,23,7.504733755137856e-05
1086,spent,21,27,7.504733755137856e-05
1087,worst,24,42,7.504733755137856e-05
1088,@yeonidas,10,0,7.504733755137856e-05
1089,comment,18,38,7.504733755137856e-05
1090,evening,28,8,7.504733755137856e-05
1091,princess,14,3,7.504733755137856e-05
1092,jealous,16,21,7.504733755137856e-05
1093,18th,11,2,7.504733755137856e-05
1094,xx,15,8,6.927446543204174e-05
1095,clubs,9,15,6.927446543204174e-05
1096,type,39,50,6.927446543204174e-05
1097,anyways,28,25,6.927446543204174e-05
1098,@adeknyaoliver,9,0,6.927446543204174e-05
1099,likes,28,35,6.927446543204174e-05
1100,premium,11,1,6.927446543204174e-05
1101,tl,20,30,6.927446543204174e-05
1102,videos,49,33,6.927446543204174e-05
1103,state,22,103,6.927446543204174e-05
1104,poor,36,93,6.927446543204174e-05
1105,you've,0,0,6.927446543204174e-05
1106,jual,10,0,6.927446543204174e-05
1107,dr,25,19,6.927446543204174e-05
1108,case,29,63,6.927446543204174e-05
1109,deal,18,30,6.927446543204174e-05
1110,lo,21,8,6.927446543204174e-05
1111,holy,17,30,6.927446543204174e-05
1112,fave,16,13,6.927446543204174e-05
1113,party,57,45,6.927446543204174e-05
1114,aku,12,1,6.927446543204174e-05
1115,reply,19,43,6.927446543204174e-05
1116,actual,22,37,6.927446543204174e-05
1117,dey,12,15,6.927446543204174e-05
1118,step,19,20,6.927446543204174e-05
1119,hello-,10,0,6.927446543204174e-05
1120,@jdmorgan,9,0,6.927446543204174e-05
1121,21st,12,1,6.927446543204174e-05
1122,kill,27,131,6.927446543204174e-05
1123,@robertsmith,11,1,6.927446543204174e-05
1124,@typhek_the_rex,9,0,6.927446543204174e-05
1125,@wwe,12,3,6.927446543204174e-05
1126,perez:,11,0,6.927446543204174e-05
1127,happier,13,2,6.927446543204174e-05
1128,youll,31,26,6.927446543204174e-05
1129,jesus,11,35,6.927446543204174e-05
1130,leader,12,14,6.927446543204174e-05
1131,ya-,10,0,6.927446543204174e-05
1132,nih,11,0,6.927446543204174e-05
1133,knife,14,205,6.927446543204174e-05
1134,pics,27,23,6.927446543204174e-05
1135,fo,18,30,6.927446543204174e-05
1136,honey,12,10,6.927446543204174e-05
1137,test,21,19,6.927446543204174e-05
1138,chauvin,13,65,6.927446543204174e-05
1139,happiest,15,4,6.927446543204174e-05
1140,@dazzlecharli,10,0,6.927446543204174e-05
1141,cross,15,6,6.927446543204174e-05
1142,j,28,22,6.927446543204174e-05
1143,//,29,33,6.927446543204174e-05
1144,bet,28,40,6.927446543204174e-05
1145,caught,16,22,6.927446543204174e-05
1146,shoot,21,150,6.927446543204174e-05
1147,cover,20,14,6.927446543204174e-05
1148,podcast,39,15,6.927446543204174e-05
1149,return,22,11,6.927446543204174e-05
1150,weird,45,65,6.927446543204174e-05
1151,leaving,17,42,6.927446543204174e-05
1152,texas,12,6,6.927446543204174e-05
1153,chapter,11,11,6.927446543204174e-05
1154,@kaijugamer2000,8,0,6.927446543204174e-05
1155,spotify,15,8,6.927446543204174e-05
1156,pricelist,10,0,6.927446543204174e-05
1157,pict,12,1,6.927446543204174e-05
1158,ii,12,7,6.927446543204174e-05
1159,space,28,19,6.927446543204174e-05
1160,af,23,65,6.927446543204174e-05
1161,telling,22,58,6.927446543204174e-05
1162,flowers,18,6,6.927446543204174e-05
1163,blast,21,4,6.927446543204174e-05
1164,asf,27,32,6.927446543204174e-05
1165,opinion,22,51,6.927446543204174e-05
1166,ahh,17,5,6.927446543204174e-05
1167,@iggypop,9,0,6.927446543204174e-05
1168,@gotyou_juyeon,11,0,6.927446543204174e-05
1169,friday,31,13,6.927446543204174e-05
1170,died,15,85,6.927446543204174e-05
1171,trip,32,9,6.927446543204174e-05
1172,appreciation,12,2,6.927446543204174e-05
1173,worked,31,41,6.927446543204174e-05
1174,thread,30,28,6.927446543204174e-05
1175,rather,33,54,6.927446543204174e-05
1176,@itsjoelpimentel,10,0,6.927446543204174e-05
1177,officially,13,8,6.927446543204174e-05
1178,15,19,50,6.927446543204174e-05
1179,assist,10,0,6.927446543204174e-05
1180,@jimm_wea,8,0,6.927446543204174e-05
1181,husband,12,20,6.927446543204174e-05
1182,entire,21,51,6.927446543204174e-05
1183,hotstar,10,0,6.927446543204174e-05
1184,@mm0rv,9,0,6.927446543204174e-05
1185,realized,24,27,6.927446543204174e-05
1186,mi,24,9,6.927446543204174e-05
1187,followed,17,8,6.927446543204174e-05
1188,drink,27,27,6.927446543204174e-05
1189,dead,36,69,6.927446543204174e-05
1190,asking,24,51,6.350159331270494e-05
1191,android,12,1,6.350159331270494e-05
1192,12,26,53,6.350159331270494e-05
1193,upset,14,103,6.350159331270494e-05
1194,pic,17,19,6.350159331270494e-05
1195,till,35,23,6.350159331270494e-05
1196,chris,20,8,6.350159331270494e-05
1197,partner,28,20,6.350159331270494e-05
1198,trial,12,30,6.350159331270494e-05
1199,lab,10,8,6.350159331270494e-05
1200,thoughts,23,47,6.350159331270494e-05
1201,@hersoles_23,10,0,6.350159331270494e-05
1202,walk,20,33,6.350159331270494e-05
1203,cat,17,41,6.350159331270494e-05
1204,attention,24,43,6.350159331270494e-05
1205,@alexx__avfc,10,0,6.350159331270494e-05
1206,@oliviawitherite,10,0,6.350159331270494e-05
1207,extra,26,19,6.350159331270494e-05
1208,bringing,17,10,6.350159331270494e-05
1209,jo,13,10,6.350159331270494e-05
1210,officer,9,147,6.350159331270494e-05
1211,turns,22,26,6.350159331270494e-05
1212,~,30,6,6.350159331270494e-05
1213,army,14,15,6.350159331270494e-05
1214,luv,11,3,6.350159331270494e-05
1215,reach,16,15,6.350159331270494e-05
1216,40,14,11,6.350159331270494e-05
1217,books,30,22,6.350159331270494e-05
1218,goals,11,6,6.350159331270494e-05
1219,wonder,22,74,6.350159331270494e-05
1220,singing,21,16,6.350159331270494e-05
1221,fast,27,38,6.350159331270494e-05
1222,@oguttkece,9,0,6.350159331270494e-05
1223,walking,16,27,6.350159331270494e-05
1224,covid,25,69,6.350159331270494e-05
1225,goal,20,13,6.350159331270494e-05
1226,minute,14,16,6.350159331270494e-05
1227,bill,15,24,6.350159331270494e-05
1228,pissed,9,25,6.350159331270494e-05
1229,dark,31,33,6.350159331270494e-05
1230,usually,27,33,6.350159331270494e-05
1231,333,8,2,6.350159331270494e-05
1232,@cpthodl,12,3,6.350159331270494e-05
1233,doge,16,7,6.350159331270494e-05
1234,pictures,26,15,6.350159331270494e-05
1235,surprised,19,47,6.350159331270494e-05
1236,b-day,11,0,6.350159331270494e-05
1237,shout,15,9,6.350159331270494e-05
1238,spread,15,16,6.350159331270494e-05
1239,brought,19,27,6.350159331270494e-05
1240,trouble,15,17,6.350159331270494e-05
1241,magic,20,10,6.350159331270494e-05
1242,member,21,18,6.350159331270494e-05
1243,eye,14,14,6.350159331270494e-05
1244,however,22,34,6.350159331270494e-05
1245,reached,11,8,6.350159331270494e-05
1246,david,11,7,6.350159331270494e-05
1247,teams,26,13,6.350159331270494e-05
1248,@42ugh,9,0,6.350159331270494e-05
1249,@lueur_amee,8,0,6.350159331270494e-05
1250,saved,15,38,6.350159331270494e-05
1251,nowplaying,13,5,6.350159331270494e-05
1252,pieces,13,9,6.350159331270494e-05
1253,realize,25,60,6.350159331270494e-05
1254,decided,33,42,6.350159331270494e-05
1255,government,12,66,6.350159331270494e-05
1256,@lindenmuthwendi,10,1,6.350159331270494e-05
1257,rock,19,15,6.350159331270494e-05
1258,@askrlfess,9,0,6.350159331270494e-05
1259,itll,28,9,6.350159331270494e-05
1260,0,22,19,6.350159331270494e-05
1261,fav,27,20,6.350159331270494e-05
1262,@emiiysdiaz,10,0,6.350159331270494e-05
1263,information,13,17,6.350159331270494e-05
1264,present,16,14,6.350159331270494e-05
1265,gun,26,54,6.350159331270494e-05
1266,glory,10,2,6.350159331270494e-05
1267,jus,15,23,6.350159331270494e-05
1268,deserved,15,16,6.350159331270494e-05
1269,supporting,16,10,6.350159331270494e-05
1270,el,10,5,6.350159331270494e-05
1271,killed,14,100,6.350159331270494e-05
1272,prosperity,9,2,6.350159331270494e-05
1273,joe,15,19,6.350159331270494e-05
1274,death,21,126,6.350159331270494e-05
1275,childhood,11,15,6.350159331270494e-05
1276,icon,13,1,6.350159331270494e-05
1277,lord,15,35,6.350159331270494e-05
1278,ne,12,9,6.350159331270494e-05
1279,re,19,16,6.350159331270494e-05
1280,coffee,26,23,6.350159331270494e-05
1281,released,22,18,6.350159331270494e-05
1282,fact:,180,4,0.0012988962268507829
1283,is:,150,5,0.0010506627257193
1284,crush,143,15,0.0009871611324065949
1285,family:,104,1,0.0008139749688264906
1286,parents:,103,0,0.0008139749688264906
1287,spouse:,103,0,0.0008139749688264906
1288,children:,102,0,0.0008024292245878169
1289,summer,66,22,0.0004676026416662818
1290,sun,64,17,0.00036946381563755597
1291,easy,54,43,0.0003636909435182192
1292,facts,55,49,0.00035214519927954555
1293,@iamlorengray,48,0,0.00035214519927954555
1294,ways,57,21,0.0003290537108021983
1295,ride,48,11,0.0002713249896088302
1296,activities,44,6,0.0002713249896088302
1297,drawing,44,8,0.00025977924537015656
1298,exciting,36,4,0.00025400637325081977
1299,online,42,27,0.00024823350113148293
1300,afternoon,37,12,0.00024246062901214611
1301,virtual,35,4,0.0002366877568928093
1302,it'll,0,0,0.0002366877568928093
1303,ideas,41,11,0.0002366877568928093
1304,fight,37,80,0.0002309148847734725
1305,between,44,59,0.0002309148847734725
1306,nah,38,46,0.0002251420126541357
1307,activity,27,3,0.00021359626841546206
1308,pick,29,26,0.00020782339629612525
1309,serious,31,36,0.00020782339629612525
1310,ball,36,13,0.00020782339629612525
1311,creative,33,5,0.00019627765205745162
1312,joke,38,48,0.00019627765205745162
1313,against,32,97,0.0001905047799381148
1314,supposed,31,55,0.0001905047799381148
1315,boring,30,13,0.0001905047799381148
1316,fu,23,7,0.00018473190781877799
1317,(and,33,19,0.00018473190781877799
1318,stage,31,8,0.00018473190781877799
1319,kingdom,25,4,0.0001789590356994412
1320,challenge,32,9,0.0001789590356994412
1321,building,35,16,0.0001789590356994412
1322,design,31,3,0.0001789590356994412
1323,company,23,31,0.0001789590356994412
1324,hang,28,12,0.0001789590356994412
1325,english,25,24,0.0001789590356994412
1326,wouldnt,31,48,0.0001789590356994412
1327,based,27,19,0.0001789590356994412
1328,travel,28,11,0.00017318616358010438
1329,ngl,28,14,0.00017318616358010438
1330,color,23,27,0.00017318616358010438
1331,what's,0,0,0.00017318616358010438
1332,blog,28,2,0.00017318616358010438
1333,outdoor,22,3,0.00017318616358010438
1334,movies,31,40,0.00017318616358010438
1335,grade,25,8,0.00017318616358010438
1336,phone,28,56,0.00017318616358010438
1337,20,29,28,0.00016741329146076757
1338,yea,29,42,0.00016741329146076757
1339,sports,25,13,0.00016741329146076757
1340,@f_mirajkt48,21,0,0.00016741329146076757
1341,@tommyaltinnit,21,1,0.00016741329146076757
1342,player,36,21,0.00016741329146076757
1343,tv,32,35,0.00016741329146076757
1344,mostly,22,27,0.00016741329146076757
1345,catch,24,21,0.00016164041934143075
1346,link,27,13,0.00016164041934143075
1347,plus,29,22,0.00016164041934143075
1348,members,30,26,0.00016164041934143075
1349,fr,29,39,0.00015586754722209394
1350,session,26,3,0.00015586754722209394
1351,beat,27,34,0.00015586754722209394
1352,streams,27,4,0.00015586754722209394
1353,create,28,17,0.00015586754722209394
1354,me:,24,43,0.00015586754722209394
1355,lasted,24,4,0.00015586754722209394
1356,fair,23,32,0.00015586754722209394
1357,stories,30,36,0.00015009467510275712
1358,version,25,24,0.00015009467510275712
1359,list,31,39,0.00015009467510275712
1360,staying,24,11,0.00015009467510275712
1361,hahaha,29,12,0.00015009467510275712
1362,chill,27,17,0.00015009467510275712
1363,level,28,26,0.0001443218029834203
1364,teacher,20,30,0.0001443218029834203
1365,classes,22,7,0.0001443218029834203
1366,pain,27,66,0.0001443218029834203
1367,niggas,28,22,0.0001443218029834203
1368,nature,26,15,0.0001443218029834203
1369,local,28,32,0.0001443218029834203
1370,final,26,22,0.0001443218029834203
1371,100%,26,33,0.0001443218029834203
1372,finish,23,21,0.0001443218029834203
1373,30,23,23,0.0001385489308640835
1374,act,27,48,0.0001385489308640835
1375,adventure,24,3,0.0001385489308640835
1376,fire,29,40,0.0001385489308640835
1377,dumb,23,45,0.0001385489308640835
1378,wild,26,13,0.0001385489308640835
1379,jokes,19,17,0.0001385489308640835
1380,website,20,8,0.0001385489308640835
1381,works,24,31,0.0001385489308640835
1382,round,25,14,0.0001385489308640835
1383,country,28,120,0.00013277605874474667
1384,study,20,12,0.00013277605874474667
1385,clean,23,19,0.00013277605874474667
1386,harry,20,12,0.00013277605874474667
1387,reminds,21,24,0.00013277605874474667
1388,fall,24,24,0.00013277605874474667
1389,completely,28,46,0.00013277605874474667
1390,review,23,10,0.00013277605874474667
1391,often,26,41,0.00013277605874474667
1392,creating,22,4,0.00013277605874474667
1393,stan,24,27,0.00013277605874474667
1394,math,23,11,0.00013277605874474667
1395,golf,19,2,0.00013277605874474667
1396,conversation,20,21,0.00013277605874474667
1397,original,21,17,0.00013277605874474667
1398,action,25,19,0.00012700318662540989
1399,'s,0,0,0.00012700318662540989
1400,basically,24,26,0.00012700318662540989
1401,normal,24,33,0.00012700318662540989
1402,knicks,17,2,0.00012700318662540989
1403,twt,16,10,0.00012700318662540989
1404,saturday,24,21,0.00012700318662540989
1405,build,21,10,0.00012700318662540989
1406,fandom,22,17,0.00012700318662540989
1407,heres,23,9,0.00012700318662540989
1408,card,27,13,0.00012700318662540989
1409,draft,18,5,0.00012700318662540989
1410,annoying,26,33,0.00012700318662540989
1411,missing,24,31,0.00012700318662540989
1412,figure,19,19,0.00012700318662540989
1413,creatives,19,0,0.00012700318662540989
1414,model,22,7,0.00012700318662540989
1415,bored,19,22,0.00012700318662540989
1416,dating,22,8,0.00012700318662540989
1417,lie,21,50,0.00012700318662540989
1418,camp,19,4,0.00012700318662540989
1419,recommend,23,8,0.00012700318662540989
1420,issues,17,33,0.00012123031450607306
1421,drunk,20,23,0.00012123031450607306
1422,acc,17,15,0.00012123031450607306
1423,drama,17,19,0.00012123031450607306
1424,pe,20,18,0.00012123031450607306
1425,calling,25,44,0.00012123031450607306
1426,interact,16,10,0.00012123031450607306
1427,sing,22,14,0.00012123031450607306
1428,scene,25,34,0.00012123031450607306
1429,busy,19,19,0.00012123031450607306
1430,tons,16,7,0.00012123031450607306
1431,sit,25,31,0.00012123031450607306
1432,episodes,24,17,0.00012123031450607306
1433,sucks,24,26,0.00012123031450607306
1434,except,20,34,0.00012123031450607306
1435,sick,25,78,0.00012123031450607306
1436,training,21,56,0.00012123031450607306
1437,wear,23,24,0.00012123031450607306
1438,teach,18,10,0.00012123031450607306
1439,skills,22,6,0.00012123031450607306
1440,weather,19,19,0.00012123031450607306
1441,buying,29,14,0.00012123031450607306
1442,unless,24,29,0.00012123031450607306
1443,switch,21,9,0.00012123031450607306
1444,system,22,55,0.00011545744238673625
1445,drive,19,16,0.00011545744238673625
1446,solo,19,13,0.00011545744238673625
1447,air,19,33,0.00011545744238673625
1448,film,23,24,0.00011545744238673625
1449,co/nttg2qqpas,17,0,0.00011545744238673625
1450,folks,22,42,0.00011545744238673625
1451,names,18,25,0.00011545744238673625
1452,parties,16,9,0.00011545744238673625
1453,meme,22,12,0.00011545744238673625
1454,events,20,17,0.00011545744238673625
1455,evil,18,26,0.00011545744238673625
1456,lose,21,51,0.00011545744238673625
1457,plans,15,8,0.00011545744238673625
1458,promise,23,26,0.00011545744238673625
1459,sub/follow,17,0,0.00011545744238673625
1460,hilarious,20,21,0.00011545744238673625
1461,sign,25,21,0.00011545744238673625
1462,personally,26,15,0.00011545744238673625
1463,anime,26,21,0.00011545744238673625
1464,xd,17,15,0.00011545744238673625
1465,straight,21,27,0.00011545744238673625
1466,pm,21,15,0.00011545744238673625
1467,ton,20,9,0.00011545744238673625
1468,trump,17,45,0.00011545744238673625
1469,loads,22,2,0.00011545744238673625
1470,reasons,20,26,0.00011545744238673625
1471,facebook,18,14,0.00011545744238673625
1472,starts,21,29,0.00011545744238673625
1473,allowed,21,49,0.00011545744238673625
1474,page,24,18,0.00011545744238673625
1475,research,26,11,0.00010968457026739944
1476,tiktok,19,21,0.00010968457026739944
1477,hunt,15,5,0.00010968457026739944
1478,hehe,20,6,0.00010968457026739944
1479,rlly,20,11,0.00010968457026739944
1480,performance,18,15,0.00010968457026739944
1481,amount,20,41,0.00010968457026739944
1482,sitting,17,27,0.00010968457026739944
1483,beginning,21,21,0.00010968457026739944
1484,shame,21,24,0.00010968457026739944
1485,science,16,16,0.00010968457026739944
1486,fighting,20,23,0.00010968457026739944
1487,garden,14,8,0.00010968457026739944
1488,poking,15,0,0.00010968457026739944
1489,middle,23,27,0.00010968457026739944
1490,excellent,18,5,0.00010968457026739944
1491,behind,24,46,0.00010968457026739944
1492,low,20,40,0.00010968457026739944
1493,exploring,19,1,0.00010968457026739944
1494,internet,18,31,0.00010968457026739944
1495,adults,15,19,0.00010968457026739944
1496,following,23,21,0.00010968457026739944
1497,baseball,19,8,0.00010968457026739944
1498,platform,15,9,0.00010968457026739944
1499,plenty,20,8,0.00010968457026739944
1500,100,27,18,0.00010968457026739944
1501,ikon,15,3,0.00010968457026739944
1502,memes,17,11,0.00010968457026739944
1503,active,18,15,0.00010968457026739944
1504,obviously,19,40,0.00010968457026739944
1505,hurt,24,96,0.00010391169814806262
1506,scared,20,65,0.00010391169814806262
1507,certain,21,31,0.00010391169814806262
1508,planning,15,15,0.00010391169814806262
1509,history,22,34,0.00010391169814806262
1510,snow,17,15,0.00010391169814806262
1511,lunch,17,20,0.00010391169814806262
1512,language,14,17,0.00010391169814806262
1513,ar,18,24,0.00010391169814806262
1514,five,21,15,0.00010391169814806262
1515,learned,20,20,0.00010391169814806262
1516,record,13,20,0.00010391169814806262
1517,sex,23,36,0.00010391169814806262
1518,sunday,18,8,0.00010391169814806262
1519,hits,17,21,0.00010391169814806262
1520,due,20,55,0.00010391169814806262
1521,blocked,19,22,0.00010391169814806262
1522,mental,22,48,0.00010391169814806262
1523,near,21,18,0.00010391169814806262
1524,worse,14,48,0.00010391169814806262
1525,photos,22,15,0.00010391169814806262
1526,groups,17,14,0.00010391169814806262
1527,created,20,13,0.00010391169814806262
1528,adult,22,21,0.00010391169814806262
1529,11,25,22,0.00010391169814806262
1530,challenging,16,3,0.00010391169814806262
1531,ended,20,45,0.00010391169814806262
1532,south,20,20,0.00010391169814806262
1533,couldn't,0,0,0.00010391169814806262
1534,themselves,16,48,0.00010391169814806262
1535,click,17,8,0.00010391169814806262
1536,release,20,20,0.00010391169814806262
1537,gives,23,33,0.00010391169814806262
1538,friendly,15,13,0.00010391169814806262
1539,throw,17,24,9.813882602872581e-05
1540,wars,15,9,9.813882602872581e-05
1541,idc,18,10,9.813882602872581e-05
1542,mask,19,27,9.813882602872581e-05
1543,warzone,11,6,9.813882602872581e-05
1544,results,16,9,9.813882602872581e-05
1545,road,20,25,9.813882602872581e-05
1546,:3,18,2,9.813882602872581e-05
1547,beach,19,2,9.813882602872581e-05
1548,brand,12,11,9.813882602872581e-05
1549,dick,20,18,9.813882602872581e-05
1550,across,20,24,9.813882602872581e-05
1551,box,16,12,9.813882602872581e-05
1552,stays,20,6,9.813882602872581e-05
1553,discord,19,8,9.813882602872581e-05
1554,below,15,3,9.813882602872581e-05
1555,college,19,27,9.813882602872581e-05
1556,private,21,25,9.813882602872581e-05
1557,clips,13,4,9.813882602872581e-05
1558,wit,19,21,9.813882602872581e-05
1559,abt,22,32,9.813882602872581e-05
1560,joining,19,4,9.813882602872581e-05
1561,consider,17,24,9.813882602872581e-05
1562,million,19,13,9.813882602872581e-05
1563,winner,13,6,9.813882602872581e-05
1564,meeting,23,23,9.813882602872581e-05
1565,practice,15,6,9.813882602872581e-05
1566,unique,12,5,9.813882602872581e-05
1567,bobby,15,2,9.813882602872581e-05
1568,sort,18,14,9.813882602872581e-05
1569,fortnite,18,2,9.813882602872581e-05
1570,pure,19,10,9.813882602872581e-05
1571,smart,13,26,9.813882602872581e-05
1572,hoping,17,20,9.813882602872581e-05
1573,posting,21,35,9.813882602872581e-05
1574,green,19,14,9.813882602872581e-05
1575,classic,17,12,9.813882602872581e-05
1576,spot,20,18,9.813882602872581e-05
1577,animal,15,18,9.813882602872581e-05
1578,engaging,18,0,9.813882602872581e-05
1579,colors,21,2,9.813882602872581e-05
1580,quick,20,24,9.236595390938899e-05
1581,popular,20,13,9.236595390938899e-05
1582,stars,14,9,9.236595390938899e-05
1583,fresh,20,11,9.236595390938899e-05
1584,market,22,18,9.236595390938899e-05
1585,student,18,17,9.236595390938899e-05
1586,silly,16,9,9.236595390938899e-05
1587,board,17,10,9.236595390938899e-05
1588,hella,15,5,9.236595390938899e-05
1589,blame,16,36,9.236595390938899e-05
1590,swear,17,29,9.236595390938899e-05
1591,gameplay,16,0,9.236595390938899e-05
1592,key,20,18,9.236595390938899e-05
1593,younger,20,22,9.236595390938899e-05
1594,fun),10,0,9.236595390938899e-05
1595,loser,11,12,9.236595390938899e-05
1596,front,18,33,9.236595390938899e-05
1597,fit,20,23,9.236595390938899e-05
1598,toxic,12,16,9.236595390938899e-05
1599,map,15,10,9.236595390938899e-05
1600,etc,13,29,9.236595390938899e-05
1601,rules,15,13,9.236595390938899e-05
1602,parts,15,9,9.236595390938899e-05
1603,paint,20,6,9.236595390938899e-05
1604,brings,18,10,9.236595390938899e-05
